"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Loorenkopfstrasse                                                     ","","","","","Grün Stadt Zürich","202103151021","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Loorenkopf                                                            ","","10843.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8053","sp137","","0","","grosse Kiesfläche, keine Spielgeräte, Sitzbänke,  Feuerstelle, Brunnen, Unterstand, Waldspielplatz, Waldlichtung, Aussichtsturm                                                                                                                           ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Loorenkopfstrasse                                                     ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Loorenkopfstrasse 99","137","JA","0 - 5 Jahre","keine Spielgeräte","","Sitzbänke,  Feuerstelle, Brunnen, Unterstand","Waldspielplatz in Waldlichtung, Aussichtsturm","Spielfläche im Wald","grosse Kiesfläche","0137","POINT Z (2687639 1247185 0)"
"","Binzmühlestrasse 40                                                   ","","","","","Grün Stadt Zürich","202009151556","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Brache Binzmühlestrasse                                               ","","10844.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp195","","1","","Kiesfläche, Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Sandkasten, Sitzbänke, Sonnensegel, Pflanzkisten, temporärer, Kukuk-Box                                                                                                               ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Binzmühlestrasse 40                                                   ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Friesstrasse 10","195","JA","0 - 9 Jahre","Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Sandkasten","","Sitzbänke, Sonnensegel, Pflanzkisten","Temporärer Quartierspielplatz mit einer einzigartigen mobilen Kukuk-Box","Spielplatz","Kiesfläche","0195","POINT Z (2683599 1252070 0)"
"","Bellerivestrasse                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Tiefenbrunnen (Strandbad)                                             ","","10845.0000000000","","","","","","","","","","","","","","","","8008","sp135","","1","","Spiel- und Liegewiese, Federwippe, Balkenwippe, Bockrutsche, Brettschaukel, Pumpe, Sitzbänke                                                                                                                                                              ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","135","JA","0 - 9 Jahre","Federwippe, Balkenwippe, Bockrutsche, Brettschaukel, Pumpe","","Sitzbänke","Jeweils kostenlos zugänglich von Oktober bis April","Spielplatz in Badeanlage","Spiel- und Liegewiese","0135","POINT Z (2684410.8 1245284.5 0)"
"","Sirius-/Hochstrasse                                                   ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Siriuswiese                                                           ","","10850.0000000000","","","","","","","","","","","","","","","","8044","sp043","","1","","Spiel- und Liegewiese, Sandbereich, Balanciergerät, Rutsche, Klettergerät, Brettschaukel, Federwippe,  Korbschaukel, Kletterturm, Pumpen, Sitzbänke, Brunnen                                                                                              ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","43","JA","0 - 9 Jahre","Sandbereich, Balanciergerät, Rutsche, Klettergerät, Brettschaukel, Federwippe,  Korbschaukel, Kletterturm, Pumpen","","Sitzbänke, Brunnen","Einzigartiger Quartierspielplatz","Spielplatz","Spiel- und Liegewiese","0043","POINT Z (2684137.2 1248370.5 0)"
"","Freudenbergstrasse 41                                                 ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Schlössliareal                                                        ","","10851.0000000000","","","","","","","","","","","","","","","","8044","sp042","","1","","Spiel- und Liegewiese, Planschbecken, Brettschaukel, Planschbecken, Hangrutsche, Sandbereich, Federwippe, Sitzbänke                                                                                                                                       ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","42","JA","0 - 5 Jahre","Brettschaukel, Planschbecken, Hangrutsche, Sandbereich, Federwippe","","Sitzbänke","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese, Planschbecken","0042","POINT Z (2684549 1248504.9 0)"
"","Ottikerweg/Stolzestrasse                                              ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Stolzewiese                                                           ","","10852.0000000000","","","","","","","","","","","","","","","","8006","sp039","","1","","Spiel- und Liegewiese, Wasserspielbereich, Balanciergerät, Sandbereich, Hangrutsche, Brettschaukel, Geschlossene Rutsche, Reck, Federwippe, Kletteranlage mit Rutsche, Tischtennistisch, Sitzbänke, Brunnen                                               ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","39","JA","0 - 16 Jahre","Balanciergerät, Sandbereich, Hangrutsche, Brettschaukel, Geschlossene Rutsche, Reck, Federwippe, Kletteranlage mit Rutsche, Tischtennistisch","","Sitzbänke, Brunnen","Grosszügige Parkanlage","Spielplatz","Spiel- und Liegewiese, Wasserspielbereich","0039","POINT Z (2683645 1249023.9 0)"
"","Seestrasse                                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Wollishofen (Strandbad)                                               ","","10855.0000000000","","","","","","","","","","","","","","","","8038","sp180","","1","","Spiel- und Liegewiese, Brettschaukel, Sitzbänke, Spielanlage                                                                                                                                                                                              ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","180","JA","0 - 9 Jahre","Brettschaukel","","Sitzbänke","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0180","POINT Z (2683072.8 1243906.5 0)"
"","Cäsar Ritz Strasse                                                    ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Looächeranlage                                                        ","","10856.0000000000","","","","","","","","","","","","","","","","8046","sp176","","1","","Spiel- und Liegefläche, Kiesfläche, Hartplatz, Hängematte, Brettschaukel, Seilanlage, Tischtennistisch, Sitzbänke, Hartplatz                                                                                                                              ","+41 44 371 05 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","176","JA","0 - 16 Jahre","Hängematte, Brettschaukel, Seilanlage, Tischtennistisch","","Sitzbänke","Quartierspielplatz mit Hartplatz","Spielplatz","Spiel- und Liegefläche, Kiesfläche, Hartplatz","0176","POINT Z (2679931 1253126.4 0)"
"","Am Katzenbach, Katzenbachweg                                          ","","","","","Grün Stadt Zürich","202009151602","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Freizeitanlage Seebach                                                ","","10857.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8052","sp164","","1","","Spiel- und Liegewiese, Federwippe, Rotationsgerät, Sitzbänke, kleine Spielanlage                                                                                                                                                                          ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Am Katzenbach, Katzenbachweg                                          ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Katzenbachstrasse 100","164","JA","0 - 5 Jahre","Federwippe, Rotationsgerät","","Sitzbänke","kleine Spielanlage","Spielplatz","Spiel- und Liegewiese","0164","POINT Z (2683598 1253105 0)"
"","Neubrunnen-/Birchstrasse                                              ","","","","","Grün Stadt Zürich","202009151558","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Werkhof Zürich Nord                                                   ","","10858.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp162","","1","","Spielhügel, Kletterelement, Balanciergerät, Findlinge, Spielplatztafel, kleine Spielanlage                                                                                                                                                                ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Neubrunnen-/Birchstrasse                                              ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Neunbrunnenstrasse 60","162","JA","0 - 5 Jahre","Kletterelement, Balanciergerät, Findlinge","","Spielplatztafel","kleine Spielanlage","Spielplatz","Spielhügel","0162","POINT Z (2682934 1252383 0)"
"","Bertastrasse/Zentralstrasse                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Bertahof                                                              ","","10859.0000000000","","","","","","","","","","","","","","","","8003","sp161","","1","","Kiesfläche, Federwippe, Brettschaukel, Kletteranlage mit Rutsche, Balanciergerät, Sitzbänke, Innenhof, Baumbestand                                                                                                                                        ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","161","JA","0 - 5 Jahre","Federwippe, Brettschaukel, Kletteranlage mit Rutsche, Balanciergerät","","Sitzbänke","Innenhof mit schönem Baumbestand","Spielplatz","Kiesfläche","0161","POINT Z (2681389.2 1247682.4 0)"
"","Leutschenbachstrasse                                                  ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Leutschenpark                                                         ","","10860.0000000000","","","","","","","","","","","","","","","","8050","sp149","","1","","Spiel- und Liegewiese, Planschbecken, Boulderwand, Kletterelement, Pumpen, Pendelschaukel, Klettergerät, Sandbereich, Sitzbänke, Brunnen, moderne, grosszügige Parkanlage                                                                                 ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","149","JA","0 - 9 Jahre","Kletterelement, Pumpen, Pendelschaukel, Klettergerät, Sandbereich","","Sitzbänke, Brunnen","moderne, grosszügige Parkanlage","Spielplatz","Spiel- und Liegewiese, Planschbecken, Boulderwand","0149","POINT Z (2684336 1252471.9 0)"
"","Ruedi-Walter-Strasse/Otto-Schütz-Weg                                  ","","","","","Grün Stadt Zürich","202009151557","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Cafe_Parkplatz_Besuchenden-WC_Behinderten-WC;Kiosk<BR>Bancomat","0","0","Spielplatz","","Wahlenpark                                                            ","","10861.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp148","","1","","Spiel- und Liegewiese, Planschbecken, Pumpe, Rotationsgerät, Brettschaukel, Kletterelement,  Denkspiel, Drehteller, Wasserspiel, Bockrutsche, Sitzbänke, Züri-WC, Basketball, Brunnen, moderne, grosszügige Parkanlage                                    ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Ruedi-Walter-Strasse/Otto-Schütz-Weg                                  ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Margrit-Rainer-Strasse 6","148","JA","0 - 16 Jahre","Pumpe, Rotationsgerät, Brettschaukel, Kletterelement,  Denkspiel, Drehteller, Wasserspiel, Bockrutsche","","Sitzbänke, Züri-WC, Basketball, Brunnen","moderne, grosszügige Parkanlage","Spielplatz","Spiel- und Liegewiese, Planschbecken","0148","POINT Z (2683172 1252246 0)"
